Address_2                                          ,Lat 2nd Run ,Long 2nd Run ,fips_codes,Tribe Name                                                                            ,Game Class Type                       ,SeatsSlots ,Open_Date ,SquareFeetGaming ,RenovationDate ,Revenue_FY23        ,Cost,State,Casino_Name
1795 US-70 Kingston OK 73439                       ,34.00005085,-96.68924882,"['40013', '40095', '40005', '40019', '40069', '48097', '40099', '40085', '48181', '48147']",Chickasaw Nation                                                                      ,Class II & III                        ,370,     2006 ,            8800 ,               ,19.0102923,          ,OK,Texoma Casino
902 S 1st St Madill OK 73446                       ,34.0791554,-96.76468558,"['40013', '40095', '40005', '40019', '40069', '48097', '40099', '40123', '40085', '40029', '48181']",Chickasaw Nation                                                                      ,Class II & III                        ,99,     2010 ,            2710 ,               ,5.08653767,          ,OK,Madill Gaming Center
2457 Highway 62 N Service Rd Newcastle OK 73065    ,35.27731855,-97.5987102,"['40027', '40017', '40109', '40049', '40051', '40087']",Chickasaw Nation                                                                      ,Class II & III                        ,3000,     1998 ,          112000 ,               ,154.1375051,          ,OK,Newcastle Gaming Center
1544 OK-9 Norman OK 73072                          ,35.23535904,-97.16394165,"['40027', '40125', '40133', '40081', '40123', '40109', '40049', '40087']",Chickasaw Nation                                                                      ,Class II & III                        ,2700,     2006 ,          219000 ,          2009 ,138.7237546,          ,OK,Riverwind Casino
1038 West Sycamore Road Norman OK 73072            ,35.17449,-97.49200186,"['40027', '40125', '40017', '40109', '40049', '40051', '40087']",Chickasaw Nation                                                                      ,Class II & III                        ,361,     1995 ,           23000 ,          2005 ,18.54787979,  30000000,OK,Goldsby Gaming Center
1410 Sam Noble Pkwy Ardmore OK 73401               ,34.1847577,-97.10863387,"['40095', '40019', '40069', '48097', '40099', '40123', '40085', '40049', '48181']",Chickasaw Nation                                                                      ,Class II & III                        ,300,     2002 ,            8620 ,               ,15.41375051,          ,OK,Gold Mountain Casino - Ardmore
505 US-59 Heavener OK 74937                        ,34.88829968,-94.60380691,"['40079', '40135', '40089', '40127', '05113', '40061', '05127', '40077', '05131']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,37,     1995 ,                 ,               ,2.555469384,          ,OK,Heavener Travel Plaza
1908 W Jackson St Hugo OK 74743                    ,34.0206351,-95.53383679,"['40013', '40089', '40023', '48277', '40005', '40127', '48387', '48147']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,30,     1992 ,           10200 ,               ,2.072002203,          ,OK,Choctaw Casino - Hugo Travel Center
3380 Choctaw Rd Pocola OK 74902                    ,35.2907847,-94.4407282,"['40079', '40135', '40001', '40061', '05083', '05047', '05127', '05033', '05131']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,42,     2020 ,            1666 ,               ,2.900803085,          ,OK,Pocola Travel Plaza
108 SE Ave N Idabel OK 74745                       ,33.8779294,-94.8127974,"['05133', '40089', '48037', '40023', '40127', '05081', '48387']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,38,     2012 ,             518 ,               ,2.624536124,          ,OK,Choctaw Casino - Idabel Travel Plaza
1319 W Main St Antlers OK 74523                    ,34.2337595,-95.6393931,"['40013', '40023', '48277', '40005', '40121', '40127']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,47,     1999 ,                 ,               ,3.246136785,          ,OK,Choctaw Casino - Antlers Travel Plaza
1502 US-271 Grant OK 74738                         ,33.948722,-95.52361,"['40013', '40089', '40023', '48277', '40005', '40127', '48387', '48147']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,40,     1992 ,                 ,               ,2.762669604,          ,OK,Choctaw Casino - Grant Travel Plaza
1801 E Main St Stigler OK 74462                    ,35.2515219,-95.1160526,"['40079', '40135', '40101', '40021', '40121', '40061', '40091', '40077']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,200,     2017 ,            7800 ,               ,13.81334802,          ,OK,Choctaw Casino - Stigler
1638 S George Nigh Expy McAlester OK 74501         ,34.88688025,-95.78530561,"['40005', '40121', '40127', '40061', '40091', '40063', '40029', '40077']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,623,     2009 ,           30000 ,               ,43.02857909,          ,OK,Choctaw Casino - McAlester
1302 S Mississippi Ave Atoka OK 74525              ,34.37457312,-96.13483804,"['40013', '40023', '40005', '40069', '40121', '40127', '40123', '40063', '40029']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,30,     2002 ,                 ,          2024 ,2.072002203,          ,OK,Choctaw Casino - Atoka Travel Plaza
4105 N Broadway St Poteau OK 74953                 ,35.0920347,-94.6314045,"['40079', '40135', '05113', '40061', '05127', '05033', '40077', '05131']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,150,     1995 ,             900 ,               ,10.36001102,          ,OK,Choctaw Casino - Poteau Travel Plaza
897 US-69 Stringtown OK 74569                      ,34.4739894,-96.0520331,"['40013', '40023', '40005', '40069', '40121', '40127', '40123', '40063', '40029']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,35,     2016 ,             900 ,               ,2.417335904,          ,OK,Choctaw Casino - Stringtown Travel Plaza
902 W Main St Wilburton OK 74578                   ,34.912968,-95.321725,"['40079', '40101', '40121', '40127', '40061', '40091', '40077']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,50,     2011 ,             700 ,               ,3.453337005,          ,OK,Choctaw Casino - Wilburton Travel Plaza
1800 S Park Dr Broken Bow OK 74728                 ,34.0260562,-94.7395856,"['05133', '40089', '48037', '40023', '40127', '05113', '05081', '48387']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,40,     2014 ,                 ,               ,2.762669604,          ,OK,Choctaw Casino - Broken Bow Travel Plaza
1425 E Washington St Idabel OK 74745               ,33.9176411,-94.8430357,"['05133', '40089', '48037', '40023', '40127', '05081', '48387']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,25,     1999 ,             400 ,               ,1.726668503,          ,OK,Choctaw Casino - Idabel
3400 Choctaw Rd Pocola OK 74902                    ,35.29052455,-94.4364955,"['40079', '40135', '40001', '40061', '05083', '05047', '05127', '05033', '05131']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,1700,     1994 ,           87573 ,          2024 ,117.4134582,          ,OK,Choctaw Casino - Pocola
893 US-69 Stringtown OK 74569                      ,34.4739894,-96.0520331,"['40013', '40023', '40005', '40069', '40121', '40127', '40123', '40063', '40029']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,226,     2003 ,           14761 ,               ,15.60908326,          ,OK,Choctaw Casino - Stringtown
1640 S George Nigh Expy McAlester OK 74501         ,34.8966488,-95.7629144,"['40005', '40121', '40127', '40061', '40091', '40063', '40029', '40077']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,85,     2011 ,            2500 ,               ,5.870672909,          ,OK,Choctaw Casino Too - McAlester Travel Plaza
4015 Choctaw Rd Durant OK 74701                    ,33.95371675,-96.41532731,"['40013', '40095', '40005', '40069', '48181', '48147']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,50,     1989 ,             800 ,               ,3.453337005,          ,OK,Choctaw Casino - Durant Travel Plaza (East)
4305 Choctaw Rd Calera OK 74730                    ,33.954186,-96.431452,"['40013', '40095', '40005', '40069', '48181', '48147']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,45,     1996 ,            1100 ,               ,3.108003305,          ,OK,Choctaw Casino - Durant Travel Plaza (West)
4216 US-69 Durant OK 74701                         ,33.9503842,-96.4139449,"['40013', '40095', '40005', '40069', '48181', '48147']",Choctaw Nation of Oklahoma                                                            ,Class II & III                        ,7400,     1987 ,          218844 ,          2023 ,511.0938768, 860000000,OK,Choctaw Casino and Resort - Durant
41207 Hardesty Rd Shawnee OK 74801                 ,35.3042494,-96.8952825,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40087']",Citizen Potawatomi Nation                                                             ,Class II & III                        ,5,     1994 ,                 ,               ,0.1483427862,          ,OK,Firelake Travel Plaza
41207 Hardesty Rd Shawnee OK 74801                 ,35.3042494,-96.8952825,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40087']",Citizen Potawatomi Nation                                                             ,Class III                             ,16,     1989 ,                 ,          2015 ,0.474696916,          ,OK,Golf Clubhouse
41207 Hardesty Rd Shawnee OK 74801                 ,35.3042494,-96.8952825,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40087']",Citizen Potawatomi Nation                                                             ,Class II & III                        ,800,     1982 ,           49500 ,          1995 ,23.7348458,          ,OK,Firelake Entertainment Center
300 Smith Ave Dale OK 74851                        ,35.388582,-97.045302,"['40027', '40125', '40133', '40107', '40081', '40109', '40083']",Citizen Potawatomi Nation                                                             ,Class II & III                        ,2000,     2006 ,          125000 ,          2011 ,59.3371145,          ,OK,Grand Casino Hotel Resort
Devol OK 73531                                     ,34.1959245,-98.5900596,"['40141', '48485', '40033', '40031', '48009', '48487', '48077']",Comanche Nation                                                                       ,Class II & III                        ,250,     2022 ,                 ,               ,5.750565824,          ,OK,War Pony Casino
16193 OK-115 Cache OK 73527                        ,34.695179,-98.6295148,"['40065', '40075', '40141', '40033', '40031', '40149', '40015']",Comanche Nation                                                                       ,Class II & III                        ,250,     2021 ,           17000 ,               ,5.750565824,          ,OK,Comanche Cache Casino
Devol OK 73531                                     ,34.1959245,-98.5900596,"['40141', '48485', '40033', '40031', '48009', '48487', '48077']",Comanche Nation                                                                       ,Class II & III                        ,45,     2013 ,                 ,               ,1.035101848,          ,OK,Comanche Nation Travel Plaza
402 SE Interstate Dr Lawton OK 73501               ,34.603726,-98.37536998,"['40067', '40075', '40141', '40033', '40031', '40137', '40015', '40051']",Comanche Nation                                                                       ,Class II & III                        ,800,     2007 ,           58000 ,               ,18.40181064,          ,OK,Comanche Nation Casino
Devol OK 73531                                     ,34.1959245,-98.5900596,"['40141', '48485', '40033', '40031', '48009', '48487', '48077']",Comanche Nation                                                                       ,Class II & III                        ,1000,     2014 ,           53000 ,               ,23.0022633,  12000000,OK,Comanche Red River Casino
8292 OK-17 Elgin OK 73538                          ,34.7829151,-98.29007592,"['40075', '40033', '40031', '40137', '40015', '40051']",Comanche Nation                                                                       ,Class II & III                        ,176,     2003 ,            2400 ,               ,4.04839834,          ,OK,Comanche Spur Casino
130 W Colorado Walters OK 73572                    ,34.357867,-98.3097043,"['40067', '40141', '48485', '40033', '40031', '48077', '40137', '40051']",Comanche Nation                                                                       ,Class II & III                        ,130,     2009 ,           33000 ,               ,2.990294229,          ,OK,Comanche Star Casino
220 E Cummins St Hinton OK 73047                   ,35.521903,-98.355438,"['40073', '40017', '40039', '40043', '40149', '40015', '40051', '40011']",Delaware Nation                                                                       ,Class II & III                        ,450,     1999 ,           21000 ,          2019 ,6.700555556,          ,OK,Casino Oklahoma
31064 US-281 Anadarko OK 73005                     ,35.0577982,-98.2519947,"['40075', '40017', '40031', '40149', '40137', '40015', '40051']",Delaware Nation                                                                       ,Class II & III                        ,360,     1997 ,            7000 ,               ,5.360444444,          ,OK,Gold River Casino
Wyandotte OK 74370                                 ,36.7934028,-94.7252284,"['05007', '40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Eastern Shawnee Tribe of Oklahoma                                                     ,Class II & III                        ,500,     2005 ,           11000 ,          2015 ,14.22768362,          ,OK,Bordertown Outpost Casino
70220 US-60 Wyandotte OK 74370                     ,36.804715,-94.7206655,"['05007', '40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Eastern Shawnee Tribe of Oklahoma                                                     ,Class II & III                        ,1270,     1987 ,           45000 ,          2012 ,36.13831638,  85000000,OK,Indigo Sky Casino
15175 OK-9 Anadarko OK 73005                       ,35.0577982,-98.2519947,"['40075', '40017', '40031', '40149', '40137', '40015', '40051']",Fort Sill Apache Tribe of Oklahoma                                                    ,Class II & III                        ,63,     2021 ,            5000 ,               ,2.22731961,   2300000,OK,Warm Springs Casino
2315 E Gore Blvd Lawton OK 73501                   ,34.6068428,-98.36070461,"['40067', '40075', '40141', '40033', '40031', '40137', '40015', '40051']",Fort Sill Apache Tribe of Oklahoma                                                    ,Class II & III                        ,860,     1999 ,          100000 ,          2019 ,30.40468039,          ,OK,Apache Casino Hotel
821 W Freeman Ave Perkins OK 74059                 ,35.97808275,-97.04186415,"['40117', '40103', '40037', '40081', '40119', '40109', '40083']",Iowa Tribe of Oklahoma                                                                ,Class II & III                        ,600,     1996 ,           25000 ,          2013 ,9.886839145,          ,OK,Cimarron Casino
Tryon OK 74875                                     ,35.8697822,-96.9639173,"['40125', '40117', '40103', '40107', '40037', '40081', '40119', '40109', '40083']",Iowa Tribe of Oklahoma                                                                ,Class II & III                        ,39,     2014 ,                 ,               ,0.6426445444,          ,OK,Ioway Travel Plaza Casino
Warwick OK 74881                                   ,35.6858959,-97.0041948,"['40027', '40125', '40133', '40107', '40037', '40081', '40119', '40109', '40083']",Iowa Tribe of Oklahoma                                                                ,Class II & III                        ,250,     2013 ,            3200 ,               ,4.11951631,          ,OK,Ioway Casino
9601 US-177 Braman OK 74632                        ,36.9126295,-97.3236005,"['40113', '40103', '40053', '40047', '40071', '20191', '20035']",Kaw Nation                                                                            ,Class II & III                        ,50,     2008 ,                 ,               ,4.149444444,          ,OK,Kanza Casino
9525 US-177 Braman OK 74632                        ,36.9126295,-97.3236005,"['40113', '40103', '40053', '40047', '40071', '20191', '20035']",Kaw Nation                                                                            ,Class II & III                        ,400,     2014 ,           27000 ,          2022 ,33.19555556,          ,OK,Rock and Brews Casino
38900 W MacArthur St Shawnee OK 74804              ,35.3617498,-96.9542996,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40083', '40087']",Kickapoo Tribe of Oklahoma                                                            ,Class II & III                        ,300,     2012 ,           20000 ,               ,6.625,          ,OK,Kickapoo Casino - Shawnee
25230 US-62 Harrah OK 73045                        ,35.4931157,-97.1905598,"['40027', '40125', '40133', '40081', '40109', '40083', '40087']",Kickapoo Tribe of Oklahoma                                                            ,Class II & III                        ,600,     2009 ,           30000 ,               ,13.25,  11097141,OK,Kickapoo Casino
514 OK-9 Carnegie OK 73015                         ,35.10169885,-98.59589709,"['40075', '40017', '40039', '40031', '40149', '40015']",Kiowa Tribe of Oklahoma                                                               ,Class II & III                        ,110,     2018 ,           10000 ,               ,4.514230769,          ,OK,Kiowa Casino Carnegie
100 Morris Ave Verden OK 73092                     ,35.08576,-98.088965,"['40017', '40031', '40137', '40015', '40051', '40087']",Kiowa Tribe of Oklahoma                                                               ,Class II & III                        ,100,     2010 ,           10000 ,          2023 ,4.103846154,          ,OK,Kiowa Casino Verden
198131 OK-36 Devol OK 73531                        ,34.1757532,-98.5727689,"['40067', '40141', '48485', '40033', '40031', '48009', '48487', '48077']",Kiowa Tribe of Oklahoma                                                               ,Class II & III                        ,700,     2007 ,           40000 ,          2009 ,28.72692308,          ,OK,Kiowa Casino Red River
509 Henley St Miami OK 74354                       ,36.8681011,-94.852926,"['40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Miami Tribe of Oklahoma                                                               ,Class II & III                        ,242,     1994 ,           11000 ,          2012 ,2.626,          ,OK,Prairie Moon Casino
530 H St SE Miami OK 74354                         ,36.86728441,-94.86910028,"['40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Modoc Nation of Oklahoma                                                              ,Class II & III                        ,500,     1998 ,           70000 ,               ,2.765,          ,OK,The Stables Casino
830 N Broadway St Checotah OK 74426                ,35.4781761,-95.52168338,"['40145', '40135', '40101', '40021', '40121', '40061', '40111', '40091']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,320,     1989 ,           12000 ,               ,11.73660585,          ,OK,Creek Nation Casino - Checotah
3950 N 32nd St Muskogee OK 74401                   ,35.79780283,-95.40173356,"['40145', '40135', '40143', '40101', '40131', '40021', '40111', '40091', '40097']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,130,     2003 ,            3200 ,               ,4.767996125,          ,OK,Creek Nation Travel Plaza - Muskogee
2800 N Wood Dr Okmulgee OK 74447                   ,35.6474444,-95.9628305,"['40145', '40143', '40101', '40107', '40037', '40111', '40091', '40063']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,33,     2002 ,             920 ,               ,1.210337478,   2000000,OK,Creek Nation Travel Plaza - Okmulgee
211 E Willow St Holdenville OK 74848               ,35.09142,-96.40418157,"['40125', '40133', '40107', '40121', '40081', '40111', '40123', '40091', '40063', '40029']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,135,     2008 ,                 ,               ,4.951380591,          ,OK,Creek Nation Casino - Holdenville
3420 W Peak Blvd Muskogee OK 74401                 ,35.7117095,-95.40450898,"['40145', '40135', '40143', '40101', '40131', '40021', '40121', '40061', '40111', '40091', '40097']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,600,     1993 ,            3000 ,          2021 ,22.00613596,  69800000,OK,Creek Nation Casino - Muskogee
Okemah OK 74859                                    ,35.4325854,-96.3050064,"['40125', '40133', '40107', '40037', '40121', '40081', '40111', '40091', '40063']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,300,     2002 ,            1800 ,               ,11.00306798,          ,OK,Creek Nation Casino - Okemah
1901 N Wood Dr Okmulgee OK 74447                   ,35.653592,-95.9621404,"['40145', '40143', '40101', '40107', '40037', '40111', '40091', '40063']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,350,     1987 ,           10000 ,               ,12.83691264,          ,OK,One Fire Casino
8330 Riverside Pkwy Tulsa OK 74137                 ,36.0406503,-95.9639147,"['40145', '40143', '40113', '40117', '40101', '40131', '40037', '40111', '40147']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,3100,     2009 ,          220000 ,               ,113.6983691,  30000000,OK,River Spirit Casino
121 W Lincoln Ave Bristow OK 74010                 ,35.82670879,-96.39143302,"['40125', '40143', '40113', '40133', '40117', '40107', '40037', '40081', '40111', '40119']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,225,     2008 ,            5000 ,               ,8.252300985,          ,OK,Creek Nation Casino - Bristow
10085 Ferguson Rd Beggs OK 74421                   ,35.8134858,-96.0708905,"['40145', '40143', '40113', '40117', '40101', '40131', '40107', '40037', '40111', '40091']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,500,     2003 ,           20500 ,          2018 ,18.33844663,          ,OK,Creek Nation Casino - Duck Creek
806 Forest Ave Eufaula OK 74432                    ,35.28274532,-95.59062455,"['40101', '40107', '40121', '40061', '40111', '40091', '40063', '40077']",Muscogee (Creek) Nation                                                               ,Class II & III                        ,500,     2004 ,           20500 ,               ,18.33844663,   6000000,OK,Creek Nation Casino - Eufaula
Red Rock OK 74651                                  ,36.4592083,-97.1789322,"['40113', '40117', '40103', '40053', '40047', '40071', '40119', '40083']",Otoe-Missouria Tribe of Indians                                                       ,Class II & III                        ,450,     2000 ,           30000 ,          2008 ,4.873116592,          ,OK,7 Clans Paradise Casino
511 Kaw St Perry OK 73077                          ,36.29579586,-97.28397225,"['40073', '40113', '40117', '40103', '40053', '40047', '40081', '40071', '40119', '40083']",Otoe-Missouria Tribe of Indians                                                       ,Class II & III                        ,240,     2016 ,            4200 ,               ,2.598995516,          ,OK,7 Clans Casino Perry
Red Rock OK 74651                                  ,36.4592083,-97.1789322,"['40113', '40117', '40103', '40053', '40047', '40071', '40119', '40083']",Otoe-Missouria Tribe of Indians                                                       ,Class II & III                        ,40,     2011 ,                 ,               ,0.4331659193,          ,OK,7 Clans Red Rock Casino
12901 US-77 Newkirk OK 74647                       ,36.8863621,-97.0535824,"['40113', '40117', '40103', '40053', '40071', '20191', '20035']",Otoe-Missouria Tribe of Indians                                                       ,Class II & III                        ,300,     2008 ,           55000 ,               ,3.248744395,          ,OK,7 Clans Chilocco Casino
12875 US-77 Newkirk OK 74647                       ,36.8863621,-97.0535824,"['40113', '40117', '40103', '40053', '40071', '20191', '20035']",Otoe-Missouria Tribe of Indians                                                       ,Class II & III                        ,1200,     1982 ,           80000 ,          2019 ,12.99497758,          ,OK,7 Clans First Council Casino
Miami OK 74354                                     ,36.8746177,-94.877374,"['40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Ottawa Tribe of Oklahoma                                                              ,Class II & III                        ,450,     2006 ,           70000 ,               ,5.446,          ,OK,High Winds Casino
Yale OK 74085                                      ,36.1142305,-96.6991933,"['40143', '40113', '40117', '40103', '40037', '40081', '40119']",Pawnee Nation of Oklahoma                                                             ,Class II & III                        ,34,     2013 ,                 ,               ,0.4231111111,          ,OK,TeePee Casino
Glencoe OK 74032                                   ,36.2286641,-96.925591,"['40113', '40117', '40103', '40037', '40081', '40071', '40119', '40083']",Pawnee Nation of Oklahoma                                                             ,Class II & III                        ,300,     2016 ,           10000 ,               ,3.733333333,          ,OK,Stonewolf Casino
291 Agency Rd Pawnee OK 74058                      ,36.33784085,-96.79400705,"['40113', '40117', '40103', '40037', '40081', '40071', '40119']",Pawnee Nation of Oklahoma                                                             ,Class II & III                        ,80,     2006 ,            3500 ,          2009 ,0.9955555556,          ,OK,Pawnee Nation Trading Post & Casino
Miami OK 74354                                     ,36.8746177,-94.877374,"['40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Peoria Tribe of Indians of Oklahoma                                                   ,Class II & III                        ,1000,     2004 ,           70000 ,          2021 ,19.153,   3300000,OK,Buffalo Run Casino
Perry OK 73077                                     ,36.2907352,-97.288396,"['40073', '40113', '40117', '40103', '40053', '40047', '40081', '40071', '40119', '40083']",Ponca Tribe of Indians of Oklahoma                                                    ,Class II & III                        ,290,     2020 ,           10000 ,               ,3.908,  40000000,OK,Fancy Dance Casino
commerce oklahoma                                  ,36.9334023,-94.8730095,"['40041', '40035', '20037', '29119', '20021', '40115', '29097', '29145', '20099']",Quapaw Tribe of Indians                                                               ,Class II & III                        ,500,     1975 ,           15000 ,               ,23.4484,          ,OK,Quapaw Casino
Quapaw OK 74363                                    ,36.9545117,-94.7880057,"['40041', '40035', '20037', '29119', '20021', '40115', '29097', '29145', '20099']",Quapaw Tribe of Indians                                                               ,Class II & III                        ,2000,     2008 ,          525000 ,          2018 ,93.7936, 200000000,OK,Downstream Casino
42008 Westech Rd Shawnee OK 74804                  ,35.390934,-96.91174411,"['40027', '40125', '40133', '40107', '40037', '40081', '40123', '40109', '40083', '40087']",Sac & Fox Nation                                                                      ,Class II & III                        ,940,     2001 ,           35000 ,               ,15.19724584,          ,OK,Black Hawk Casino
Stroud OK 74079                                    ,35.7477749,-96.6566742,"['40125', '40133', '40117', '40107', '40037', '40081', '40119']",Sac & Fox Nation                                                                      ,Class II & III                        ,142,     1995 ,             825 ,               ,2.295754159,          ,OK,Sac and Fox Nation Casino - Stroud
220 N Muskogee Ave Wewoka OK 74884                 ,35.1601265,-96.49067163,"['40125', '40133', '40107', '40121', '40081', '40123', '40063', '40029']",Seminole Nation of Oklahoma                                                           ,Class II & III                        ,50,     1995 ,            3424 ,               ,0.5063672922,          ,OK,Wewoka Trading Post
Sasakwa OK 74867                                   ,34.9486951,-96.525289,"['40125', '40133', '40107', '40123', '40063', '40029', '40049', '40087']",Seminole Nation of Oklahoma                                                           ,Class II & III                        ,236,     1989 ,           16000 ,               ,2.390053619,          ,OK,Seminole Nation Rivermist Casino
11267 I-40 Seminole OK 74868                       ,35.383495,-96.6717272,"['40125', '40133', '40107', '40037', '40081', '40063']",Seminole Nation of Oklahoma                                                           ,Class II & III                        ,460,     1994 ,           24000 ,               ,4.658579088,          ,OK,Seminole Nation Casino
Grove OK 74344                                     ,36.5898616,-94.7685084,"['05007', '40041', '40001', '40035', '40021', '29119', '20021', '40115', '29145', '40097']",Seneca-Cayuga Nation                                                                  ,Class II & III                        ,575,     2011 ,           45000 ,               ,11.767,          ,OK,Grand Lake Casino
Guymon OK 73942                                    ,36.6828041,-101.4815493,"['20189', '48421', '20129', '40139', '48195']",Shawnee Tribe                                                                         ,Class II & III                        ,600,     2019 ,           20206 ,          2025 ,35.227,  70000000,OK,Golden Mesa Casino
64464 US-60 Ponca City OK 74604                    ,36.6804465,-97.0598263,"['40113', '40117', '40103', '40053', '40047', '40071', '20191', '40119', '20035']",The Osage Nation                                                                      ,Class II & III                        ,400,     2013 ,            8620 ,               ,13.8563204,          ,OK,Osage Casino Ponca City
Sand Springs OK 74063                              ,36.1394339,-96.1100025,"['40145', '40143', '40113', '40117', '40131', '40037', '40111', '40147']",The Osage Nation                                                                      ,Class II & III                        ,600,     2004 ,           25000 ,               ,20.7844806,          ,OK,Osage Casino Sand Springs
5591 W C Rogers Blvd Skiatook OK 74070             ,36.3647792,-96.0877057,"['40145', '40143', '40113', '40117', '40131', '40037', '40105', '40147']",The Osage Nation                                                                      ,Class II & III                        ,430,     2012 ,           78000 ,          2013 ,14.89554443,          ,OK,Osage Casino Skiatook
951 West 36th St N Tulsa OK 74127                  ,36.2059227,-96.0006425,"['40145', '40143', '40113', '40117', '40101', '40131', '40037', '40111', '40147']",The Osage Nation                                                                      ,Class II & III                        ,1600,     2016 ,            6800 ,               ,55.4252816,1600000000,OK,Osage Casino Tulsa
2001 US-60 Bartlesville OK 74003                   ,36.74322192,-95.95697761,"['40143', '40113', '40131', '20125', '40105', '40147', '20019']",The Osage Nation                                                                      ,Class II & III                        ,500,     2007 ,           57000 ,          2023 ,17.3204005,          ,OK,Osage Casino Bartlesville
Hominy OK 74035                                    ,36.4155436,-96.3946535,"['40143', '40113', '40117', '40037', '40119', '40147']",The Osage Nation                                                                      ,Class II & III                        ,215,     2001 ,            1200 ,          2005 ,7.447772215,          ,OK,Osage Casino Hominy
Pawhuska OK 74056                                  ,36.6633403,-96.3401208,"['40143', '40113', '40117', '40071', '40147', '20019', '20035']",The Osage Nation                                                                      ,Class II & III                        ,250,     2003 ,           12000 ,          2023 ,8.66020025,          ,OK,Osage Casino Pawhuska
Okemah OK 74859                                    ,35.4325854,-96.3050064,"['40125', '40133', '40107', '40037', '40121', '40081', '40111', '40091', '40063']",Thlopthlocco Tribal Town                                                              ,Class II & III                        ,400,     2007 ,           10000 ,               ,5.033,          ,OK,Golden Pony Casino
Tonkawa OK 74653                                   ,36.6783679,-97.3100442,"['40113', '40117', '40103', '40053', '40047', '40071', '20191', '20035']",Tonkawa Tribe of Indians of Oklahoma                                                  ,Class II & III                        ,46,     1995 ,            2000 ,               ,0.6916982343,          ,OK,Tonkawa Gasino
16601 W South Ave Tonkawa OK 74653                 ,36.695398,-97.282832,"['40113', '40117', '40103', '40053', '40047', '40071', '20191', '20035']",Tonkawa Tribe of Indians of Oklahoma                                                  ,Class II & III                        ,600,     1999 ,           27000 ,               ,9.022150883,          ,OK,Tonkawa Indian Casino West
12375 US-77 Newkirk OK 74647                       ,36.8863621,-97.0535824,"['40113', '40117', '40103', '40053', '40071', '20191', '20035']",Tonkawa Tribe of Indians of Oklahoma                                                  ,Class II & III                        ,600,     2006 ,           16000 ,               ,9.022150883,          ,OK,Native Lights Casino
Anadarko OK 73005                                  ,35.0725323,-98.243981,"['40075', '40017', '40031', '40149', '40137', '40015', '40051']",Wichita and Affiliated Tribes                                                         ,Class II & III                        ,150,     2022 ,            7000 ,          2020 ,1.513235294,          ,OK,Sugar Creek Casino South
Hinton OK 73047                                    ,35.4715518,-98.3556589,"['40073', '40017', '40039', '40149', '40015', '40051', '40011']",Wichita and Affiliated Tribes                                                         ,Class II & III                        ,700,     1993 ,           17000 ,          2020 ,7.061764706,          ,OK,Sugar Creek Casino
Wyandotte OK 74370                                 ,36.7934028,-94.7252284,"['05007', '40041', '40035', '29119', '20021', '40115', '29097', '29145', '20099', '40097']",Wyandotte Nation                                                                      ,Class II & III                        ,800,     2007 ,           30000 ,          2015 ,6.970427163,  20000000,OK,River Bend Casino
